phrase,id,position,corresponding_text
Sometimes his voice,131,5836," Sometimes his voice,"
slowand trembling with fear,132,5857," slowand trembling with fear,"
quickly changed to a strong,133,5886," quickly changed to a strong,"
heavy,134,5915," heavy,"
carefullyspaced,135,5922," carefullyspaced,"
too perfectly controlled manner,136,5939," too perfectly controlled manner.
"
It was in this manner that hespoke of the purpose of my visit,137,5973," It was in this manner that hespoke of the purpose of my visit,"
of his desire to see me,138,6036," of his desire to see me,"
and of thedeep delight and strength he expected me to give him,139,6061," and of thedeep delight and strength he expected me to give him.
"
He told mewhat he believed to be the nature of his illness,140,6126," He told mewhat he believed to be the nature of his illness.
"
It was,141,6187," It was,"
he said,142,6195," he said,"
a familysickness,143,6204," a familysickness,"
and one from which he could not hope to grow better — butit was,144,6222," and one from which he could not hope to grow better — butit was,"
he added at once,145,6287," he added at once,"
only a nervous illness which would withoutdoubt soon pass away,146,6305," only a nervous illness which would withoutdoubt soon pass away.
"
It showed itself in a number of strange feelings,147,6370," It showed itself in a number of strange feelings.
"
Some of these,148,6421,"Some of these,"
as he told me of them,149,6435," as he told me of them,"
interested me but were beyondmy understanding,150,6458, interested me but were beyondmy understanding;
perhaps the way in which he told me of themadded to their strangeness,151,6505," perhaps the way in which he told me of themadded to their strangeness.
"
He suffered much from a sickly increase inthe feeling of all the senses,152,6577, He suffered much from a sickly increase inthe feeling of all the senses;
he could eat only the most tasteless food,153,6650, he could eat only the most tasteless food;
all flowers smelled too strongly for his nose,154,6693,all flowers smelled too strongly for his nose;
his eyes were hurt by evena little light,155,6739, his eyes were hurt by evena little light;
and there were few sounds which did not fill him withhorror,156,6781," and there were few sounds which did not fill him withhorror.
"
A certain kind of sick fear was completely his master,157,6843," A certain kind of sick fear was completely his master.
"
“I shall die,158,6899,"“I shall die,"
” he said,159,6912,"” he said.
"
“I shall die! I must die of this fool’s sickness,160,6923," “I shall die! I must die of this fool’s sickness.
"
In this way,161,6974,"In this way,"
this way and no other way,162,6986," this way and no other way,"
I shall be lost,163,7013," I shall be lost.
"
I fear what willhappen in the future,164,7031," I fear what willhappen in the future,"
not for what happens,165,7069," not for what happens,"
but for the result of whathappens,166,7091," but for the result of whathappens.
"
I have,167,7127," I have,"
indeed,168,7135," indeed,"
no fear of pain,169,7143," no fear of pain,"
but only fear of its result —of terror! I feel that the time will soon arrive when I must lose mylife,170,7160," but only fear of its result —of terror! I feel that the time will soon arrive when I must lose mylife,"
and my mind,171,7263," and my mind,"
and my soul,172,7276," and my soul,"
together,173,7289," together,"
in some last battle with thathorrible enemy: feaR!”,174,7299," in some last battle with thathorrible enemy: feaR!”
 
 
"
Part Two,175,7356," Part Two
 

"
RodeRick usheR,176,7369," RodeRick usheR,"
Whom i hadknown as a boy,177,7385," Whom i hadknown as a boy,"
was now illand had asked me to come tohelp him,178,7411," was now illand had asked me to come tohelp him.
"
When I arrived I feltsomething strange and fearfulabout the great old stone house,179,7460," When I arrived I feltsomething strange and fearfulabout the great old stone house,"
about the lake in front of it,180,7543,"about the lake in front of it,"
andabout Usher himself,181,7573," andabout Usher himself.
"
He appearednot like a human being,182,7598," He appearednot like a human being,"
but likea spirit that had come back frombeyond the grave,183,7633," but likea spirit that had come back frombeyond the grave.
"
It was anillness,184,7692," It was anillness,"
he said,185,7710," he said,"
from which hewould surely die,186,7719," from which hewould surely die.
"
He called hissickness fear,187,7751," He called hissickness fear.
"
“I have,188,7780," “I have,"
” he said,189,7789,"” he said,"
“no fear of pain,190,7799,"“no fear of pain,"
but only the fearof its result — of terror,191,7816," but only the fearof its result — of terror.
"
I feelthat the time will soon arrive when I must lose my life,192,7861," I feelthat the time will soon arrive when I must lose my life,"
and my mind,193,7924," and my mind,"
and my soul,194,7937,"and my soul,"
together,195,7949," together,"
in some last battle with that horrible enemy:feaR!”I learned also,196,7959," in some last battle with that horrible enemy:feaR!”I learned also,"
but slowly,197,8026," but slowly,"
and through broken words with doubt-ful meaning,198,8038," and through broken words with doubt-ful meaning,"
another strange fact about the condition of Usher’s mind,199,8087," another strange fact about the condition of Usher’s mind.
"
He had certain sick fears about the house in which he lived,200,8146,"He had certain sick fears about the house in which he lived,"
and hehad not stepped out of it for many years,201,8206," and hehad not stepped out of it for many years.
"
He felt that the house,202,8255," He felt that the house,"
withits gray walls and the quiet lake around it,203,8279," withits gray walls and the quiet lake around it,"
had somehow through thelong years gotten a strong hold on his spirit,204,8328," had somehow through thelong years gotten a strong hold on his spirit.
"
He said,205,8399,"He said,"
however,206,8407," however,"
that much of the gloom which lay so heavily onhim was probably caused by something more plainly to be seen — bythe long-continued illness — indeed,207,8416," that much of the gloom which lay so heavily onhim was probably caused by something more plainly to be seen — bythe long-continued illness — indeed,"
the coming death — of a dearlyloved sister — his only company for many years,208,8564," the coming death — of a dearlyloved sister — his only company for many years.
"
Except for himself,209,8643," Except for himself,"
she was the last member of his family on earth,210,8663,"she was the last member of his family on earth.
"
“When she dies,211,8711," “When she dies,"
” hesaid,212,8727,"” hesaid,"
with a sadness which I can never forget,213,8736," with a sadness which I can never forget,"
“when she dies,214,8777," “when she dies,"
I will bethe last of the old,215,8793," I will bethe last of the old,"
old family — the House of Usher,216,8823," old family — the House of Usher.
"
”While he spoke,217,8857,"”While he spoke,"
the lady Madeline,218,8873, the lady Madeline (
for so she was called,219,8893,for so she was called)
passedslowly through a distant part of the room,220,8915," passedslowly through a distant part of the room,"
and without seeing that Iwas there,221,8964," and without seeing that Iwas there,"
went on,222,9000," went on.
"
I looked at her with a complete and wonderingsurprise and with some fear — and yet I found I could not explain tomyself such feelings,223,9010," I looked at her with a complete and wonderingsurprise and with some fear — and yet I found I could not explain tomyself such feelings.
"
My eyes followed her,224,9146," My eyes followed her.
"
When she came to a doorand it closed behind her,225,9169," When she came to a doorand it closed behind her,"
my eyes turned to the face of her brother— but he had put his face in his hands,226,9218," my eyes turned to the face of her brother— but he had put his face in his hands,"
and I could see only that thethin fingers through which his tears were flowing were whiter thanever before,227,9299," and I could see only that thethin fingers through which his tears were flowing were whiter thanever before.
"
The illness of the lady Madeline had long been beyond the helpof her doctors,228,9408,"The illness of the lady Madeline had long been beyond the helpof her doctors.
"
She seemed to care about nothing,229,9486," She seemed to care about nothing.
"
Slowly her body hadgrown thin and weak,230,9521," Slowly her body hadgrown thin and weak,"
and often for a short period she would fall intoa sleep like the sleep of the dead,231,9561," and often for a short period she would fall intoa sleep like the sleep of the dead.
"
So far she had not been forced tostay in bed,232,9646, So far she had not been forced tostay in bed;
but by the evening of the day I arrived at the house,233,9692," but by the evening of the day I arrived at the house,"
thepower of her destroyer,234,9746, thepower of her destroyer (
as her brother told me that night,235,9774,as her brother told me that night)
was toostrong for her,236,9808," was toostrong for her.
"
I learned that my one sight of her would probably bethe last I would have — that the lady,237,9832," I learned that my one sight of her would probably bethe last I would have — that the lady,"
at least while living,238,9923," at least while living,"
would beseen by me no more,239,9946," would beseen by me no more.
"
For several days following,240,9975,"For several days following,"
her name was not spoken by eitherUsher or myself,241,10002, her name was not spoken by eitherUsher or myself;
and during this period I was busy with efforts to liftmy friend out of his sadness and gloom,242,10052," and during this period I was busy with efforts to liftmy friend out of his sadness and gloom.
"
We painted and read together,243,10147, We painted and read together;
or listened,244,10177,"or listened,"
as if in a dream,245,10189," as if in a dream,"
to the wild music he played,246,10207," to the wild music he played.
"
And so,247,10237," And so,"
as awarmer and more loving friendship grew between us,248,10245," as awarmer and more loving friendship grew between us,"
I saw more clear-ly the uselessness of all attempts to bring happiness to a mind fromwhich only darkness came,249,10300," I saw more clear-ly the uselessness of all attempts to bring happiness to a mind fromwhich only darkness came,"
spreading upon all objects in the world itsnever-ending gloom,250,10411," spreading upon all objects in the world itsnever-ending gloom.
"
I shall always remember the hours I spent with the master of theHouse of Usher,251,10475,"I shall always remember the hours I spent with the master of theHouse of Usher.
"
Yet I would fail in any attempt to give an idea of thetrue character of the things we did together,252,10555," Yet I would fail in any attempt to give an idea of thetrue character of the things we did together.
"
There was a strange lightover everything,253,10656," There was a strange lightover everything.
"
The paintings which he made made me tremble,254,10699," The paintings which he made made me tremble,"
though I know not why,255,10744,"though I know not why.
"
To tell of them is beyond the power of writtenwords,256,10767," To tell of them is beyond the power of writtenwords.
"
If ever a man painted an idea,257,10821," If ever a man painted an idea,"
that man was Roderick Usher,258,10852," that man was Roderick Usher.
"
For me at least there came out of his pictures a sense of fear andwonder,259,10882,"For me at least there came out of his pictures a sense of fear andwonder.
"
One of these pictures may be told,260,10956,"One of these pictures may be told,"
although weakly,261,10990," although weakly,"
in words,262,11007," in words.
"
