phrase,id,position,corresponding_text
Cependant il est moins absurde que le roi,1151,42102," Cependant il est moins absurde que le roi,"
que le vaniteux,1152,42145," que le vaniteux,"
que le businessman et que le buveur,1153,42162, que le businessman et que le buveur.
Au moins son travail a-t-il un sens,1154,42199, Au moins son travail a-t-il un sens.
Quand il allume son réverbère,1155,42236," Quand il allume son réverbère,"
c'est comme s'il faisait naître une étoile de plus,1156,42267," c'est comme s'il faisait naître une étoile de plus,"
ou une fleur,1157,42319, ou une fleur.
Quand il éteint son réverbère,1158,42333," Quand il éteint son réverbère,"
ça endort la fleur ou l'étoile,1159,42364, ça endort la fleur ou l'étoile.
C'est une occupation très jolie,1160,42396, C'est une occupation très jolie.
C'est véritablement utile puisque c'est joli,1161,42429," C'est véritablement utile puisque c'est joli.""

"
Lorsqu'il aborda la planète il salua respectueusement l'allumeur :,1162,42478,"Lorsqu'il aborda la planète il salua respectueusement l'allumeur :

"
- Bonjour,1163,42546,- Bonjour.
Pourquoi viens-tu d'éteindre ton réverbère ?,1164,42556," Pourquoi viens-tu d'éteindre ton réverbère ?

"
- C'est la consigne,1165,42603,"- C'est la consigne,"
répondit l'allumeur,1166,42623, répondit l'allumeur.
Bonjour,1167,42644," Bonjour.

"
- Qu'est-ce que la consigne ?,1168,42655,"- Qu'est-ce que la consigne ?

"
- C'est d'éteindre mon réverbère,1169,42686,- C'est d'éteindre mon réverbère.
Bonsoir,1170,42719, Bonsoir.
Et il le ralluma,1171,42728," Et il le ralluma.

"
- Mais pourquoi viens-tu de le rallumer ?,1172,42748,"- Mais pourquoi viens-tu de le rallumer ?

"
- C'est la consigne,1173,42791,"- C'est la consigne,"
répondit l'allumeur,1174,42811," répondit l'allumeur.

"
- Je ne comprends pas,1175,42834,"- Je ne comprends pas,"
dit le petit prince,1176,42856," dit le petit prince.

"
- Il n'y a rien à comprendre,1177,42879,"- Il n'y a rien à comprendre,"
dit l'allumeur,1178,42908, dit l'allumeur.
La consigne c'est la consigne,1179,42924, La consigne c'est la consigne.
Bonjour,1180,42955," Bonjour.

"
Et il éteignit son réverbère,1181,42966,"Et il éteignit son réverbère.

"
Puis il s'épongea le front avec un mouchoir à carreaux rouges,1182,42997,"Puis il s'épongea le front avec un mouchoir à carreaux rouges.

"
- Je fais là un métier terrible,1183,43061,- Je fais là un métier terrible.
C'était raisonnable autrefois,1184,43093, C'était raisonnable autrefois.
J'éteignais le matin et j'allumais le soir,1185,43124, J'éteignais le matin et j'allumais le soir.
J'avais le reste du jour pour me reposer,1186,43168," J'avais le reste du jour pour me reposer,"
et le reste de la nuit pour dormir...,1187,43210," et le reste de la nuit pour dormir...

"
- Et,1188,43250,"- Et,"
depuis cette époque,1189,43255," depuis cette époque,"
la consigne a changé?,1190,43276," la consigne a changé?

"
- La consigne n'a pas changé,1191,43300,"- La consigne n'a pas changé,"
dit l'allumeur,1192,43329, dit l'allumeur.
C'est bien là le drame ! La planète d'année en année a tourné de plus en plus vite,1193,43345," C'est bien là le drame ! La planète d'année en année a tourné de plus en plus vite,"
et la consigne n'a pas changé,1194,43429," et la consigne n'a pas changé

"
- Alors ? dit le petit prince,1195,43461,"- Alors ? dit le petit prince.

"
- Alors maintenant qu'elle fait un tour par minute,1196,43493,"- Alors maintenant qu'elle fait un tour par minute,"
je n'ai plus une seconde de repos,1197,43544, je n'ai plus une seconde de repos.
J'allume et j'éteins une fois par minute !,1198,43579," J'allume et j'éteins une fois par minute !

"
- Ça c'est drôle ! Les jours chez toi durent une minute !,1199,43624,"- Ça c'est drôle ! Les jours chez toi durent une minute !

"
- Ce n'est pas drôle du tout,1200,43683,"- Ce n'est pas drôle du tout,"
dit l'allumeur,1201,43712, dit l'allumeur.
Ça fait déjà un mois que nous parlons ensemble,1202,43728," Ça fait déjà un mois que nous parlons ensemble.

"
- Un mois ?,1203,43778,"- Un mois ?

"
Oui,1204,43791,Oui.
Trente minutes,1205,43795, Trente minutes.
Trente jours ! Bonsoir,1206,43811," Trente jours ! Bonsoir.

"
Et il ralluma son réverbère,1207,43837,"Et il ralluma son réverbère.

"
Le petit prince le regarda et aima cet allumeur qui était tellement fidèle à la consigne,1208,43867,Le petit prince le regarda et aima cet allumeur qui était tellement fidèle à la consigne.
Il se souvint des couchers de soleil que lui-même allait autrefois chercher,1209,43956," Il se souvint des couchers de soleil que lui-même allait autrefois chercher,"
en tirant sa chaise,1210,44033, en tirant sa chaise.
Il voulut aider son ami :,1211,44054," Il voulut aider son ami :

"
- Tu sais... je connais un moyen de te reposer quand tu voudras...,1212,44082,"- Tu sais... je connais un moyen de te reposer quand tu voudras...

"
- Je veux toujours,1213,44150,"- Je veux toujours,"
dit l'allumeur,1214,44169," dit l'allumeur.

"
Car on peut être,1215,44187,"Car on peut être,"
à la fois,1216,44204," à la fois,"
fidèle et paresseux,1217,44215," fidèle et paresseux.

"
Le petit prince poursuivit :,1218,44238,"Le petit prince poursuivit :

"
- Ta planète est tellement petite que tu en fais le tour en trois enjambées,1219,44268,- Ta planète est tellement petite que tu en fais le tour en trois enjambées.
Tu n'as qu'à marcher assez lentement pour rester toujours au soleil,1220,44344, Tu n'as qu'à marcher assez lentement pour rester toujours au soleil.
Quand tu voudras te reposer tu marcheras... et le jour durera aussi longtemps que tu voudras,1221,44413," Quand tu voudras te reposer tu marcheras... et le jour durera aussi longtemps que tu voudras.

"
- ça ne m'avance pas à grand-chose,1222,44509,"- ça ne m'avance pas à grand-chose,"
dit l'allumeur,1223,44544, dit l'allumeur.
Ce que j'aime dans la vie,1224,44560," Ce que j'aime dans la vie,"
c'est dormir,1225,44587," c'est dormir.

"
- Ce n'est pas de chance,1226,44603,"- Ce n'est pas de chance,"
dit le petit prince,1227,44628," dit le petit prince.

"
- Ce n'est pas de chance,1228,44651,"- Ce n'est pas de chance,"
dit l'allumeur,1229,44676, dit l'allumeur.
Bonjour,1230,44692," Bonjour.

"
Et il éteignit son réverbère,1231,44703,"Et il éteignit son réverbère.

"
´Celui-là,1232,44734,"""Celui-là,"
se dit le petit prince,1233,44744," se dit le petit prince,"
tandis qu'il poursuivait plus loin son voyage,1234,44768," tandis qu'il poursuivait plus loin son voyage,"
celui-là serait méprisé par tous les autres,1235,44815," celui-là serait méprisé par tous les autres,"
par le roi,1236,44860," par le roi,"
par le vaniteux,1237,44872," par le vaniteux,"
par le buveur,1238,44889," par le buveur,"
par le businessman,1239,44904, par le businessman.
Cependant,1240,44924," Cependant,"
c'est le seul qui ne me paraisse pas ridicule,1241,44935, c'est le seul qui ne me paraisse pas ridicule.
C'est,1242,44982," C'est,"
peut-être,1243,44989," peut-être,"
parce qu'il s'occupe d'autre chose que de soi-même,1244,45000," parce qu'il s'occupe d'autre chose que de soi-même.""

"
Il eut un soupir de regret et se dit encore,1245,45055,"Il eut un soupir de regret et se dit encore

"
´Celui-là est le seul dont j'eusse pu faire mon ami,1246,45100,"""Celui-là est le seul dont j'eusse pu faire mon ami.

"
Mais sa planète est vraiment trop petite,1247,45154,Mais sa planète est vraiment trop petite.
Il n'y a pas de place pour deux...´,1248,45195," Il n'y a pas de place pour deux...""

"
Ce que le petit prince n'osait pas s'avouer,1249,45233,"Ce que le petit prince n'osait pas s'avouer,"
c'est qu'il regrettait cette planète bénie à cause,1250,45277," c'est qu'il regrettait cette planète bénie à cause,"
surtout,1251,45329," surtout,"
des mille quatre cent quarante couchers de soleil par vingt-quatre heures !,1252,45338," des mille quatre cent quarante couchers de soleil par vingt-quatre heures !


"
Chapitre 15,1253,45417,"Chapitre 15

"
La sixième planète était une planète dix fois plus vaste,1254,45430,La sixième planète était une planète dix fois plus vaste.
Elle était habitée par un vieux Monsieur qui écrivait d'énormes livres,1255,45487," Elle était habitée par un vieux Monsieur qui écrivait d'énormes livres.

"
- Tiens ! Voilà un explorateur ! S'écria-t-il,1256,45561,"- Tiens ! Voilà un explorateur ! S'écria-t-il,"
quand il aperçut le petit prince,1257,45607," quand il aperçut le petit prince.

"
Le petit prince s'assit sur la table et souffla un peu,1258,45643,Le petit prince s'assit sur la table et souffla un peu.
Il avait déjà tant voyagé !,1259,45698," Il avait déjà tant voyagé !

"
- D'où viens-tu ? Lui dit le vieux Monsieur,1260,45728,"- D'où viens-tu ? Lui dit le vieux Monsieur.

"
- Quel est ce gros livre ? dit le petit prince,1261,45774,- Quel est ce gros livre ? dit le petit prince.
Que faites-vous ici ?,1262,45821," Que faites-vous ici ?

"
- Je suis géographe,1263,45845,"- Je suis géographe,"
dit le vieux Monsieur,1264,45865," dit le vieux Monsieur.

"
- Qu'est-ce qu'un géographe ?,1265,45890,"- Qu'est-ce qu'un géographe ?

"
- C'est un savant qui connaît où se trouvent les mers,1266,45921,"- C'est un savant qui connaît où se trouvent les mers,"
les fleuves,1267,45975," les fleuves,"
les villes,1268,45988," les villes,"
les montagnes et les déserts,1269,46000," les montagnes et les déserts.

"
- Ça c'est bien intéressant,1270,46032,"- Ça c'est bien intéressant,"
dit le petit prince,1271,46060, dit le petit prince.
Ça c'est enfin un véritable métier ! Et il jeta un coup d'oeil autour de lui sur la planète du géographe,1272,46081, Ça c'est enfin un véritable métier ! Et il jeta un coup d'oeil autour de lui sur la planète du géographe.
Il n'avait jamais vu encore une planète aussi majestueuse,1273,46187," Il n'avait jamais vu encore une planète aussi majestueuse.

"
- Elle est bien belle,1274,46248,"- Elle est bien belle,"
votre planète,1275,46270, votre planète.
Est-ce qu'il y a des océans ?,1276,46285," Est-ce qu'il y a des océans ?

"
- Je ne puis pas le savoir,1277,46317,"- Je ne puis pas le savoir,"
dit le géographe',1278,46344," dit le géographe'

"
- Ah !,1279,46364,- Ah ! (
Le petit prince était déçu,1280,46372,Le petit prince était déçu.)
Et des montagnes ?,1281,46400," Et des montagnes ?

"
- Je ne puis pas le savoir,1282,46421,"- Je ne puis pas le savoir,"
dit le géographe,1283,46448," dit le géographe. 

"
- Et des villes et des fleuves et des déserts ?,1284,46469,"- Et des villes et des fleuves et des déserts ?

"
- Je ne puis pas le savoir non plus,1285,46518,"- Je ne puis pas le savoir non plus,"
dit le géographe,1286,46554," dit le géographe.

"
- Mais vous êtes géographe !,1287,46574,"- Mais vous êtes géographe !

"
- C'est exact,1288,46604,"- C'est exact,"
dit le géographe,1289,46618," dit le géographe,"
mais je ne suis pas explorateur,1290,46636, mais je ne suis pas explorateur.
Je manque absolument d'explorateurs,1291,46669, Je manque absolument d'explorateurs.
Ce n'est pas le géographe qui va faire le compte des villes,1292,46706," Ce n'est pas le géographe qui va faire le compte des villes,"
des fleuves,1293,46767," des fleuves,"
des montagnes,1294,46780," des montagnes,"
des mers,1295,46795," des mers,"
des océans et des déserts,1296,46805, des océans et des déserts.
Le géographe est trop important pour flâner,1297,46832, Le géographe est trop important pour flâner.
Il ne quitte pas son bureau,1298,46877, Il ne quitte pas son bureau.
Mais il y reçoit les explorateurs,1299,46906, Mais il y reçoit les explorateurs.
Il les interroge,1300,46941," Il les interroge,"
et il prend en note leurs souvenirs,1301,46959, et il prend en note leurs souvenirs.
Et si les souvenirs de l'un d'entre eux lui paraissent intéressants,1302,46996," Et si les souvenirs de l'un d'entre eux lui paraissent intéressants,"
le géographe fait faire une enquête sur la moralité de l'explorateur,1303,47065," le géographe fait faire une enquête sur la moralité de l'explorateur.

"
- Pourquoi ça ?,1304,47137,"- Pourquoi ça ?

"
- Parce qu'un explorateur qui mentirait entraînerait des catastrophes dans les livres de géographie,1305,47154,- Parce qu'un explorateur qui mentirait entraînerait des catastrophes dans les livres de géographie.
Et aussi un explorateur qui boirait trop,1306,47254," Et aussi un explorateur qui boirait trop.

"
- Pourquoi ça ? fit le petit prince,1307,47298,"- Pourquoi ça ? fit le petit prince.

"
- Parce que les ivrognes voient double,1308,47336,- Parce que les ivrognes voient double.
Alors le géographe noterait deux montagnes là où il n'y en a qu'une seule,1309,47375," Alors le géographe noterait deux montagnes là où il n'y en a qu'une seule.

"
- Je connais quelqu'un,1310,47452,"- Je connais quelqu'un,"
dit le petit prince,1311,47475," dit le petit prince,"
qui serait mauvais explorateur,1312,47496," qui serait mauvais explorateur.

"
- C'est possible,1313,47530,- C'est possible.
Donc,1314,47547," Donc,"
quand la moralité de l'explorateur paraît bonne,1315,47553," quand la moralité de l'explorateur paraît bonne,"
on fait une enquête sur sa découverte,1316,47602," on fait une enquête sur sa découverte.

"
- On va voir ?,1317,47643,"- On va voir ?

"
- Non,1318,47659,- Non.
C'est trop compliqué,1319,47665, C'est trop compliqué.
Mais on exige de l'explorateur qu'il fournisse des preuves,1320,47687, Mais on exige de l'explorateur qu'il fournisse des preuves.
S'il s'agit par exemple de la découverte d'une grosse montagne,1321,47747," S'il s'agit par exemple de la découverte d'une grosse montagne,"
on exige qu'il en rapporte de grosses pierres,1322,47811," on exige qu'il en rapporte de grosses pierres.

"
Le géographe soudain s'émut,1323,47860,"Le géographe soudain s'émut.

"
- Mais toi,1324,47890,"- Mais toi,"
tu viens de loin ! Tu es explorateur ! Tu vas me décrire ta planète !,1325,47901," tu viens de loin ! Tu es explorateur ! Tu vas me décrire ta planète !

"
Et le géographe,1326,47973,"Et le géographe,"
ayant ouvert son registre,1327,47989," ayant ouvert son registre,"
tailla son crayon,1328,48016, tailla son crayon.
On note d'abord au crayon les récits des explorateurs,1329,48035, On note d'abord au crayon les récits des explorateurs.
On attend,1330,48090," On attend,"
pour noter à l'encre,1331,48101," pour noter à l'encre,"
que l'explorateur ait fournie des preuves,1332,48123," que l'explorateur ait fournie des preuves.

"
- Alors ? Interrogea le géographe,1333,48168,"- Alors ? Interrogea le géographe.

"
- Oh ! Chez moi,1334,48204,"- Oh ! Chez moi,"
dit le petit prince,1335,48220," dit le petit prince,"
ce n'est pas très intéressant,1336,48241," ce n'est pas très intéressant,"
c'est tout petit,1337,48272, c'est tout petit.
J'ai trois volcans,1338,48290, J'ai trois volcans.
Deux volcans en activité,1339,48310," Deux volcans en activité,"
et un volcan éteint,1340,48336, et un volcan éteint.
Mais on ne sait jamais,1341,48357," Mais on ne sait jamais.

"
- On ne sait jamais,1342,48383,"- On ne sait jamais,"
dit le géographe,1343,48403," dit le géographe.

"
- J'ai aussi une fleur,1344,48423,"- J'ai aussi une fleur.

"
- Nous ne notons pas les fleurs,1345,48448,"- Nous ne notons pas les fleurs,"
dit le géographe,1346,48480," dit le géographe.

"
- Pourquoi ça ! C'est le plus joli !,1347,48500,"- Pourquoi ça ! C'est le plus joli !

"
- Parce que les fleurs sont éphémères,1348,48538,"- Parce que les fleurs sont éphémères.

"
- Qu'est-ce que signifie´éphémère´?,1349,48578,"- Qu'est-ce que signifie""éphémère""?

"
- Les géographies,1350,48615,"- Les géographies,"
dit le géographe,1351,48633," dit le géographe,"
sont les livres les plus précieux de tous les livres,1352,48651, sont les livres les plus précieux de tous les livres.
Elles ne se démodent jamais,1353,48705, Elles ne se démodent jamais.
Il est très rare qu'une montagne change de place,1354,48734, Il est très rare qu'une montagne change de place.
Il est très rare qu'un océan se vide de son eau,1355,48784, Il est très rare qu'un océan se vide de son eau.
Nous écrivons des choses éternelles,1356,48833," Nous écrivons des choses éternelles. 

"
- Mais les volcans éteints peuvent se réveiller,1357,48873,"- Mais les volcans éteints peuvent se réveiller,"
interrompit le petit prince,1358,48921, interrompit le petit prince.
Qu'est-ce que signifie´éphémère´?,1359,48950," Qu'est-ce que signifie""éphémère""?

"
- Que les volcans soient éteints ou soient éveillés,1360,48986,"- Que les volcans soient éteints ou soient éveillés,"
ça revient au même pour nous autres,1361,49038," ça revient au même pour nous autres,"
dit le géographe,1362,49075, dit le géographe.
Ce qui compte pour nous,1363,49093," Ce qui compte pour nous,"
c'est la montagne,1364,49118, c'est la montagne.
Elle ne change pas,1365,49137," Elle ne change pas.

"
- Mais qu'est-ce que signifie´éphémère´? répéta le petit prince qui,1366,49159,"- Mais qu'est-ce que signifie""éphémère""? répéta le petit prince qui,"
de sa vie,1367,49227," de sa vie,"
n'avait renoncé à une question,1368,49238," n'avait renoncé à une question,"
une fois qu'il l'avait posée,1369,49270," une fois qu'il l'avait posée.

"
- Ça signifie´qui est menacé de disparition prochaine´,1370,49302,"- Ça signifie""qui est menacé de disparition prochaine"".

"
- Ma fleur est menacée de disparition prochaine ?,1371,49359,"- Ma fleur est menacée de disparition prochaine ?

"
- Bien sûr,1372,49410,"- Bien sûr.

"
´Ma fleur est éphémère,1373,49423,"""Ma fleur est éphémère,"
se dit le petit prince,1374,49446," se dit le petit prince,"
et elle n'a que quatre épines pour se défendre contre le monde ! Et je l'ai laissée toute seule chez moi !´,1375,49470," et elle n'a que quatre épines pour se défendre contre le monde ! Et je l'ai laissée toute seule chez moi !""

"
Ce fut là son premier mouvement de regret,1376,49580,Ce fut là son premier mouvement de regret.
Mais il reprit courage :,1377,49622," Mais il reprit courage :

"
Que me conseillez-vous d'aller visiter ? demanda-,1378,49649,"Que me conseillez-vous d'aller visiter ? demanda-

"
La planète Terre,1379,49700,"La planète Terre,"
lui répondit le géographe,1380,49717, lui répondit le géographe.
Elle a une bonne réputation...,1381,49744," Elle a une bonne réputation...

"
Et le petit prince s'en fut,1382,49777,"Et le petit prince s'en fut,"
songeant à sa fleur,1383,49805," songeant à sa fleur.


"
Chapitre 16,1384,49829,"Chapitre 16

"
La septième planète fut donc la Terre,1385,49842,"La septième planète fut donc la Terre.

"
La Terre n'est pas une planète quelconque ! On y compte cent onze rois,1386,49882,La Terre n'est pas une planète quelconque ! On y compte cent onze rois (
en n'oubliant pas,1387,49954,"en n'oubliant pas,"
bien sûr,1388,49972," bien sûr,"
les rois nègres,1389,49982," les rois nègres),"
sept mille géographes,1390,50000," sept mille géographes,"
neuf cent mille businessman,1391,50023," neuf cent mille businessman,"
sept millions et demi d'ivrognes,1392,50052," sept millions et demi d'ivrognes,"
trois cent onze millions de vaniteux,1393,50086," trois cent onze millions de vaniteux,"
c'est-à-dire environ deux milliards de grandes personnes,1394,50124," c'est-à-dire environ deux milliards de grandes personnes.

"
Pour vous donner une idée des dimensions de la Terre je vous dirai qu'avant l'invention de l'électricité on y devait entretenir,1395,50184,"Pour vous donner une idée des dimensions de la Terre je vous dirai qu'avant l'invention de l'électricité on y devait entretenir,"
sur l'ensemble des six continents,1396,50312," sur l'ensemble des six continents,"
une véritable armée de quatre cent soixante-deux mille cinq cent onze allumeurs de réverbères,1397,50347," une véritable armée de quatre cent soixante-deux mille cinq cent onze allumeurs de réverbères.

"
Vu d'un peu loin ça faisait un effet splendide,1398,50444,Vu d'un peu loin ça faisait un effet splendide.
Les mouvements de cette armée étaient réglés comme ceux d'un ballet d'opéra,1399,50491, Les mouvements de cette armée étaient réglés comme ceux d'un ballet d'opéra.
D'abord venait le tour des allumeurs de réverbères de Nouvelle-Zélande et d'Australie,1400,50568, D'abord venait le tour des allumeurs de réverbères de Nouvelle-Zélande et d'Australie.
Puis ceux-ci,1401,50655," Puis ceux-ci,"
ayant allumé leurs lampions,1402,50669," ayant allumé leurs lampions,"
s'en allaient dormir,1403,50698, s'en allaient dormir.
Alors entraient à leur tour dans la danse les allumeurs de réverbères de Chine et de Sibérie,1404,50720, Alors entraient à leur tour dans la danse les allumeurs de réverbères de Chine et de Sibérie.
Puis eux aussi s'escamotaient dans les coulisses,1405,50814, Puis eux aussi s'escamotaient dans les coulisses.
Alors venait le tour des allumeurs de réverbères de Russie et des Indes,1406,50864, Alors venait le tour des allumeurs de réverbères de Russie et des Indes.
Puis de ceux d'Afrique et d'Europe,1407,50937, Puis de ceux d'Afrique et d'Europe.
Puis de ceux d'Amérique du Sud,1408,50973, Puis de ceux d'Amérique du Sud.
Puis de ceux d'Amérique du Nord,1409,51005, Puis de ceux d'Amérique du Nord.
Et jamais ils ne se trompaient dans leur ordre d'entrée en scène,1410,51038, Et jamais ils ne se trompaient dans leur ordre d'entrée en scène.
C'était grandiose,1411,51104," C'était grandiose.

"
Seuls,1412,51125,"Seuls,"
l'allumeur de l'unique réverbère du pôle Nord,1413,51131," l'allumeur de l'unique réverbère du pôle Nord,"
et son confrère de l'unique réverbère du pôle Sud,1414,51178," et son confrère de l'unique réverbère du pôle Sud,"
menaient des vies d'oisiveté et de nonchalance : ils travaillaient deux fois par an,1415,51229," menaient des vies d'oisiveté et de nonchalance : ils travaillaient deux fois par an.


"
Chapitre 17,1416,51317,"Chapitre 17

"
Quand on veut faire de l'esprit,1417,51330,"Quand on veut faire de l'esprit,"
il arrive que l'on mente un peu,1418,51362, il arrive que l'on mente un peu.
Je n'ai pas été très honnête en vous parlant des allumeurs de réverbères,1419,51395, Je n'ai pas été très honnête en vous parlant des allumeurs de réverbères.
Je risque de donner une fausse idée de notre planète à ceux qui ne la connaissent pas,1420,51469, Je risque de donner une fausse idée de notre planète à ceux qui ne la connaissent pas.
Les hommes occupent très peu de place sur la terre,1421,51556, Les hommes occupent très peu de place sur la terre.
Si les deux milliards d'habitants qui peuplent la terre se tenaient debout et un peu serrés,1422,51608," Si les deux milliards d'habitants qui peuplent la terre se tenaient debout et un peu serrés,"
comme pour un meeting,1423,51701," comme pour un meeting,"
ils logeraient aisément sur une place publique de vingt milles de long sur vingt milles de large,1424,51724, ils logeraient aisément sur une place publique de vingt milles de long sur vingt milles de large.
On pourrait entasser l'humanité sur le moindre petit îlot du Pacifique,1425,51822," On pourrait entasser l'humanité sur le moindre petit îlot du Pacifique.

"
Les grandes personnes,1426,51896,"Les grandes personnes,"
bien sûr,1427,51918," bien sûr,"
ne vous croiront pas,1428,51928, ne vous croiront pas.
Elles s'imaginent tenir beaucoup de place,1429,51950, Elles s'imaginent tenir beaucoup de place.
Elles se voient importantes comme des baobabs,1430,51993, Elles se voient importantes comme des baobabs.
Vous leur conseillerez donc de faire le calcul,1431,52040, Vous leur conseillerez donc de faire le calcul.
Elles adorent les chiffres : ça leur plaira,1432,52088, Elles adorent les chiffres : ça leur plaira.
Mais ne perdez pas votre temps à ce pensum,1433,52133, Mais ne perdez pas votre temps à ce pensum.
C'est inutile,1434,52177, C'est inutile.
Vous avez confiance en moi,1435,52192," Vous avez confiance en moi.

"
Le petit prince,1436,52222,"Le petit prince,"
une fois sur terre,1437,52238," une fois sur terre,"
fut donc bien surpris de ne voir personne,1438,52258, fut donc bien surpris de ne voir personne.
Il avait déjà peur de s'être trompé de planète,1439,52301," Il avait déjà peur de s'être trompé de planète,"
quand un anneau couleur de lune remua dans le sable,1440,52349," quand un anneau couleur de lune remua dans le sable.

"
- Bonne nuit,1441,52404,"- Bonne nuit,"
fit le petit prince à tout hasard,1442,52417," fit le petit prince à tout hasard.

"
- Bonne nuit,1443,52454,"- Bonne nuit,"
fit le serpent,1444,52467," fit le serpent.

"
- Sur quelle planète suis-je tombé ? demanda le petit prince,1445,52485,"- Sur quelle planète suis-je tombé ? demanda le petit prince.

"
- Sur la Terre,1446,52548,"- Sur la Terre,"
en Afrique,1447,52563," en Afrique,"
répondit le serpent,1448,52575," répondit le serpent.

"
- Ah ! ... Il n'y a donc personne sur la Terre ?,1449,52598,"- Ah ! ... Il n'y a donc personne sur la Terre ?

"
- Ici c'est le désert,1450,52648,- Ici c'est le désert.
Il n'y a personne dans les déserts,1451,52670, Il n'y a personne dans les déserts.
La Terre est grande,1452,52706," La Terre est grande,"
dit le serpent,1453,52727," dit le serpent.

"
Le petit prince s'assit sur une pierre et leva les yeux vers le ciel :,1454,52745,"Le petit prince s'assit sur une pierre et leva les yeux vers le ciel :

"
- Je me demande,1455,52817,"- Je me demande,"
dit-il,1456,52833," dit-il,"
si les étoiles sont éclairées afin que chacun puisse un jour retrouver la sienne,1457,52841, si les étoiles sont éclairées afin que chacun puisse un jour retrouver la sienne.
Regarde ma planète,1458,52923, Regarde ma planète.
Elle est juste au-dessus de nous... Mais comme elle est loin !,1459,52943," Elle est juste au-dessus de nous... Mais comme elle est loin !

"
- Elle est belle,1460,53008,"- Elle est belle,"
dit le serpent,1461,53025, dit le serpent.
Que viens-tu faire ici ?,1462,53041," Que viens-tu faire ici ?

"
- J'ai des difficultés avec une fleur,1463,53068,"- J'ai des difficultés avec une fleur,"
dit le petit prince,1464,53106," dit le petit prince.

"
- Ah ! fit le serpent,1465,53129,"- Ah ! fit le serpent.

"
Et ils se turent,1466,53153,"Et ils se turent.

"
- Où sont les hommes ? reprit enfin le petit prince,1467,53172,- Où sont les hommes ? reprit enfin le petit prince.
On est un peu seul dans le désert...,1468,53224," On est un peu seul dans le désert...

"
- On est seul aussi chez les hommes,1469,53263,"- On est seul aussi chez les hommes,"
dit le serpent,1470,53299," dit le serpent.

"
Le petit prince le regarda longtemps :,1471,53317,"Le petit prince le regarda longtemps :

"
- Tu es une drôle de bête,1472,53357,"- Tu es une drôle de bête,"
lui dit-il enfin,1473,53383," lui dit-il enfin,"
mince comme un doigt...,1474,53401," mince comme un doigt...

"
- Mais je suis plus puissant que le doigt d'un roi,1475,53427,"- Mais je suis plus puissant que le doigt d'un roi,"
dit le serpent,1476,53478," dit le serpent.

"
Le petit prince eut un sourire,1477,53496,"Le petit prince eut un sourire

"
- Tu n'es pas bien puissant... tu n'as même pas de Pattes... tu ne Peux même pas voyager,1478,53528,"- Tu n'es pas bien puissant... tu n'as même pas de Pattes... tu ne Peux même pas voyager.

"
- Je puis t'emporter plus loin qu'un navire,1479,53619,"- Je puis t'emporter plus loin qu'un navire,"
dit le serpent,1480,53663," dit le serpent.

"
Il s'enroula autour de la cheville du petit prince,1481,53681,"Il s'enroula autour de la cheville du petit prince,"
comme un bracelet d'or :,1482,53732," comme un bracelet d'or :

"
- Celui que je touche,1483,53759,"- Celui que je touche,"
je le rends à la terre dont il est sorti,1484,53781," je le rends à la terre dont il est sorti,"
dit-il encore,1485,53823, dit-il encore.
Mais tu es pur et tu viens d'une étoile...,1486,53838," Mais tu es pur et tu viens d'une étoile...

"
Le petit prince ne répondit rien,1487,53883,"Le petit prince ne répondit rien.

"
- Tu me fais pitié,1488,53918,"- Tu me fais pitié,"
toi si faible,1489,53937," toi si faible,"
sur cette Terre de granit,1490,53952, sur cette Terre de granit.
Je puis t'aider un jour si tu regrettes trop ta planète,1491,53979, Je puis t'aider un jour si tu regrettes trop ta planète.
Je puis ...,1492,54036," Je puis ...

"
- Oh ! J'ai très bien compris,1493,54050,"- Oh ! J'ai très bien compris,"
fit le petit prince,1494,54080," fit le petit prince,"
mais pourquoi parles-tu toujours par énigmes ?,1495,54101," mais pourquoi parles-tu toujours par énigmes ?

"
- Je les résous toutes,1496,54150,"- Je les résous toutes,"
dit le serpent,1497,54173," dit le serpent.

"
Et ils se turent,1498,54191,"Et ils se turent.


"
Chapitre 18,1499,54211,"Chapitre 18

"
Le petit prince traversa le désert et ne rencontra qu'une fleur,1500,54224,Le petit prince traversa le désert et ne rencontra qu'une fleur.
Une fleur à trois pétales,1501,54288," Une fleur à trois pétales,"
une fleur de rien du tout...,1502,54315," une fleur de rien du tout...

"
- Bonjour,1503,54346,"- Bonjour,"
dit le prince,1504,54356," dit le prince.

"
- Bonjour,1505,54373,"- Bonjour,"
dit la fleur,1506,54383," dit la fleur.

"
- Où sont les hommes ? demanda poliment le petit prince,1507,54399,"- Où sont les hommes ? demanda poliment le petit prince.

"
La fleur,1508,54457,"La fleur,"
un jour,1509,54466," un jour,"
avait vu passer une caravane,1510,54475," avait vu passer une caravane

"
- Les hommes ? Il en existe,1511,54506,"- Les hommes ? Il en existe,"
je crois,1512,54534," je crois,"
six ou sept,1513,54544, six ou sept.
Je les ai aperçus il y a des années,1514,54557, Je les ai aperçus il y a des années.
Mais on ne sait jamais où les trouver,1515,54594, Mais on ne sait jamais où les trouver.
Le vent les promène,1516,54633, Le vent les promène.
Ils manquent de racines,1517,54654," Ils manquent de racines,"
ça les gêne beaucoup,1518,54679," ça les gêne beaucoup.

"
- Adieu,1519,54703,"- Adieu,"
